GICXFNeutralAmps,time
0.134264,0
0.148952,60
0.141832,120
0.14442,180
0.156818,240
0.148478,300
0.157151,360
0.161664,420
0.159011,480
0.139883,540
0.114434,600
0.121258,660
0.1468,720
0.147035,780
0.141184,840
0.127092,900
0.127152,960
0.120698,1020
0.112907,1080
0.115441,1140
0.109666,1200
0.098781,1260
0.079218,1320
0.080543,1380
0.058827,1440
0.050823,1500
0.069201,1560
0.057414,1620
0.066212,1680
0.045732,1740
0.061117,1800
0.072402,1860
0.068138,1920
0.060638,1980
0.021647,2040
0.023321,2100
0.012968,2160
0.031627,2220
0.023547,2280
0.047312,2340
0.065453,2400
0.07394,2460
0.114039,2520
0.147399,2580
0.1424,2640
0.124488,2700
0.102159,2760
0.092807,2820
0.060153,2880
0.108648,2940
0.131243,3000
0.128467,3060
0.093871,3120
0.073308,3180
0.064759,3240
0.085545,3300
0.095793,3360
0.106602,3420
0.104238,3480
0.100907,3540
0.075127,3600
0.068951,3660
0.077847,3720
0.08873,3780
0.118405,3840
0.10909,3900
0.10199,3960
0.098245,4020
0.096449,4080
0.10611,4140
0.209079,4200
0.166851,4260
0.174393,4320
0.261237,4380
0.223355,4440
0.239279,4500
0.26446,4560
0.238948,4620
0.190215,4680
0.192997,4740
0.186805,4800
0.209444,4860
0.186235,4920
0.187055,4980
0.301244,5040
0.231632,5100
0.137977,5160
0.253453,5220
0.236039,5280
0.234545,5340
0.224786,5400
0.257522,5460
0.21056,5520
0.181861,5580
0.172129,5640
0.160483,5700
0.162434,5760
0.177195,5820
0.154575,5880
0.179314,5940
0.190088,6000
0.122595,6060
0.108408,6120
0.114831,6180
0.079533,6240
0.062874,6300
0.034852,6360
0.020784,6420
0.028814,6480
0.003348,6540
-0.023522,6600
-0.027218,6660
-0.047227,6720
-0.063423,6780
-0.077633,6840
-0.052037,6900
-0.098503,6960
-0.097914,7020
-0.072631,7080
-0.046835,7140
-0.04702,7200
-0.049861,7260
-0.077077,7320
-0.043584,7380
-0.045301,7440
-0.019314,7500
0.014796,7560
0.039505,7620
0.046921,7680
0.053316,7740
0.060859,7800
0.026648,7860
0.054059,7920
0.064054,7980
0.070879,8040
0.074132,8100
0.089128,8160
0.066477,8220
0.022366,8280
-0.001604,8340
-0.015753,8400
-0.003663,8460
0.026806,8520
0.066563,8580
0.018547,8640
-0.000089,8700
-0.009494,8760
0.01992,8820
0.051516,8880
0.066787,8940
0.060427,9000
0.022369,9060
0.125199,9120
0.116211,9180
0.043503,9240
0.047092,9300
0.059872,9360
0.040654,9420
0.030168,9480
0.051462,9540
0.083658,9600
0.085626,9660
0.087185,9720
0.080963,9780
0.091379,9840
0.112778,9900
0.117551,9960
0.094518,10020
0.085551,10080
0.073644,10140
0.068928,10200
0.067947,10260
0.0625,10320
0.08179,10380
0.085582,10440
0.090729,10500
0.089608,10560
0.084243,10620
0.085515,10680
0.0676,10740
0.103936,10800
0.102113,10860
0.084805,10920
0.081292,10980
0.063317,11040
0.051827,11100
0.067536,11160
0.068525,11220
0.036467,11280
0.197395,11340
0.241493,11400
0.187158,11460
0.128912,11520
0.087054,11580
0.022966,11640
