GICXFNeutralAmps,time
0.193325,0
0.222093,60
0.208043,120
0.241391,180
0.199551,240
0.202704,300
0.187404,360
0.203778,420
0.21923,480
0.220002,540
0.221647,600
0.146395,660
0.107523,720
0.101935,780
0.126109,840
0.178105,900
0.136428,960
0.105983,1020
0.097178,1080
0.105134,1140
0.130065,1200
0.144944,1260
0.137657,1320
0.097764,1380
0.114877,1440
0.132739,1500
0.085797,1560
0.091692,1620
0.081196,1680
0.10929,1740
0.089751,1800
0.101279,1860
0.114801,1920
0.108716,1980
0.133741,2040
0.096192,2100
0.093961,2160
0.072521,2220
-0.004953,2280
-0.158025,2340
-0.288885,2400
-0.288009,2460
-0.242873,2520
-0.130356,2580
-0.00277,2640
0.090636,2700
0.073592,2760
-0.003475,2820
-0.051165,2880
-0.038734,2940
0.025394,3000
0.05111,3060
0.115563,3120
0.082863,3180
0.020046,3240
-0.012729,3300
0.009385,3360
0.023953,3420
0.063556,3480
0.053462,3540
0.065455,3600
0.057519,3660
0.051271,3720
0.046032,3780
0.049895,3840
0.084478,3900
0.101526,3960
0.130086,4020
0.144074,4080
0.126063,4140
0.116495,4200
0.157152,4260
0.202448,4320
0.102043,4380
0.024659,4440
0.143398,4500
0.23541,4560
0.064191,4620
0.106056,4680
0.172232,4740
0.180775,4800
0.169521,4860
0.134924,4920
0.199145,4980
0.154104,5040
0.050541,5100
0.151111,5160
0.158941,5220
0.128139,5280
0.115725,5340
0.130364,5400
0.057611,5460
0.050195,5520
0.066105,5580
0.039148,5640
-0.014301,5700
-0.022737,5760
0.022337,5820
-0.017923,5880
-0.039511,5940
-0.038037,6000
-0.050179,6060
-0.04192,6120
-0.061342,6180
-0.058505,6240
-0.041642,6300
-0.030351,6360
-0.037586,6420
-0.051873,6480
-0.097323,6540
-0.106193,6600
-0.109815,6660
-0.159472,6720
-0.195099,6780
-0.151526,6840
-0.185307,6900
-0.157748,6960
-0.09016,7020
0.000929,7080
0.086314,7140
0.144445,7200
0.127758,7260
0.200884,7320
0.166427,7380
0.169575,7440
0.229423,7500
0.212629,7560
0.215962,7620
0.260668,7680
0.249088,7740
0.244855,7800
0.227574,7860
0.133352,7920
0.074128,7980
0.065995,8040
0.062112,8100
0.050915,8160
0.02624,8220
0.033234,8280
0.05954,8340
0.007864,8400
-0.004291,8460
-0.048022,8520
0.012801,8580
0.161292,8640
0.155663,8700
0.162056,8760
0.10452,8820
0.09444,8880
0.130358,8940
0.113266,9000
-0.037375,9060
-0.027442,9120
-0.02388,9180
-0.100027,9240
-0.025434,9300
0.038504,9360
0.09185,9420
0.100449,9480
0.060034,9540
0.106031,9600
0.033211,9660
0.104997,9720
0.043667,9780
0.028018,9840
-0.007808,9900
-0.047879,9960
-0.036647,10020
0.057861,10080
0.12608,10140
0.117885,10200
0.14971,10260
0.150974,10320
0.165511,10380
0.156961,10440
0.135533,10500
0.138218,10560
0.11931,10620
0.092536,10680
0.059586,10740
0.047143,10800
0.08258,10860
0.055652,10920
0.064139,10980
0.044704,11040
0.016908,11100
0.054492,11160
-0.005551,11220
-0.174936,11280
-0.304583,11340
-0.584235,11400
-0.472408,11460
-0.404629,11520
-0.216895,11580
-0.332892,11640
-0.765562,11700
-0.551817,11760
-0.526773,11820
-0.262761,11880
-0.078267,11940
-0.045052,12000
0.110032,12060
0.175343,12120
0.23491,12180
0.114962,12240
0.14176,12300
0.026071,12360
-0.539024,12420
-0.687127,12480
-0.616349,12540
-0.346333,12600
-0.251802,12660
-0.060718,12720
0.04123,12780
0.115264,12840
0.199427,12900
0.211392,12960
0.298233,13020
0.31847,13080
0.233513,13140
0.234934,13200
0.216736,13260
0.22774,13320
0.225954,13380
0.26712,13440
0.303393,13500
0.297449,13560
0.244753,13620
0.171324,13680
0.121581,13740
0.131979,13800
0.086527,13860
0.086509,13920
0.100354,13980
0.06469,14040
0.083759,14100
0.05325,14160
0.071434,14220
0.088089,14280
0.10848,14340
0.117258,14400
0.141579,14460
0.161763,14520
0.163407,14580
0.158591,14640
0.180384,14700
0.137674,14760
0.1376,14820
0.126032,14880
0.067243,14940
0.070058,15000
0.083625,15060
0.153263,15120
0.088438,15180
0.075423,15240
0.024869,15300
0.095291,15360
0.257796,15420
0.291739,15480
0.254973,15540
0.180796,15600
0.08761,15660
0.118037,15720
0.135677,15780
0.165716,15840
0.144247,15900
0.190053,15960
0.193542,16020
0.178495,16080
0.168171,16140
0.098113,16200
0.093144,16260
0.053114,16320
0.09191,16380
0.11213,16440
0.197088,16500
