MagnetometerDeviceID,SampleDateTime,GeoBfieldMeasureNorth,GeoBfieldMeasureEast,GeoBfieldMeasureVertical
50122,5/2/2024 12:00:00 AM,22058.02,-468.91,44369.24
50122,5/2/2024 12:00:01 AM,22057.97,-468.91,44369.16
50122,5/2/2024 12:00:02 AM,22057.99,-468.92,44369.20
50122,5/2/2024 12:00:03 AM,22057.99,-468.92,44369.20
50122,5/2/2024 12:00:04 AM,22057.94,-468.96,44369.23
50122,5/2/2024 12:00:05 AM,22057.94,-468.96,44369.21
50122,5/2/2024 12:00:06 AM,22057.92,-468.97,44369.16
50122,5/2/2024 12:00:07 AM,22057.89,-468.98,44369.19
50122,5/2/2024 12:00:08 AM,22057.87,-468.96,44369.18
50122,5/2/2024 12:00:09 AM,22057.86,-469.01,44369.16
50122,5/2/2024 12:00:10 AM,22057.84,-469.03,44369.16
50122,5/2/2024 12:00:11 AM,22057.81,-469.00,44369.16
50122,5/2/2024 12:00:12 AM,22057.84,-468.96,44369.12
50122,5/2/2024 12:00:13 AM,22057.81,-468.98,44369.10
50122,5/2/2024 12:00:14 AM,22057.78,-469.00,44369.11
50122,5/2/2024 12:00:15 AM,22057.75,-469.03,44369.13
50122,5/2/2024 12:00:16 AM,22057.74,-469.01,44369.13
50122,5/2/2024 12:00:17 AM,22057.73,-469.00,44369.16
50122,5/2/2024 12:00:18 AM,22057.68,-469.04,44369.14
50122,5/2/2024 12:00:19 AM,22057.67,-469.04,44369.13
50122,5/2/2024 12:00:20 AM,22057.67,-469.05,44369.12
50122,5/2/2024 12:00:21 AM,22057.68,-469.05,44369.14
50122,5/2/2024 12:00:22 AM,22057.63,-469.07,44369.15
50122,5/2/2024 12:00:23 AM,22057.60,-469.11,44369.17
50122,5/2/2024 12:00:24 AM,22057.58,-469.12,44369.18
50122,5/2/2024 12:00:25 AM,22057.58,-469.15,44369.24
50122,5/2/2024 12:00:26 AM,22057.57,-469.17,44369.27
50122,5/2/2024 12:00:27 AM,22057.53,-469.21,44369.35
50122,5/2/2024 12:00:28 AM,22057.52,-469.19,44369.34
50122,5/2/2024 12:00:29 AM,22057.54,-469.21,44369.40
50122,5/2/2024 12:00:30 AM,22057.52,-469.19,44369.37
50122,5/2/2024 12:00:31 AM,22057.54,-469.18,44369.34
50122,5/2/2024 12:00:32 AM,22057.50,-469.24,44369.34
50122,5/2/2024 12:00:33 AM,22057.44,-469.27,44369.38
50122,5/2/2024 12:00:34 AM,22057.45,-469.29,44369.44
50122,5/2/2024 12:00:35 AM,22057.46,-469.29,44369.50
50122,5/2/2024 12:00:36 AM,22057.47,-469.33,44369.50
50122,5/2/2024 12:00:37 AM,22057.47,-469.31,44369.49
50122,5/2/2024 12:00:38 AM,22057.42,-469.34,44369.50
50122,5/2/2024 12:00:39 AM,22057.42,-469.33,44369.54
50122,5/2/2024 12:00:40 AM,22057.41,-469.36,44369.53
50122,5/2/2024 12:00:41 AM,22057.43,-469.39,44369.55
50122,5/2/2024 12:00:42 AM,22057.41,-469.39,44369.54
50122,5/2/2024 12:00:43 AM,22057.37,-469.40,44369.54
50122,5/2/2024 12:00:44 AM,22057.39,-469.41,44369.55
50122,5/2/2024 12:00:45 AM,22057.36,-469.45,44369.55
50122,5/2/2024 12:00:46 AM,22057.38,-469.48,44369.62
50122,5/2/2024 12:00:47 AM,22057.36,-469.49,44369.67
50122,5/2/2024 12:00:48 AM,22057.37,-469.52,44369.68
50122,5/2/2024 12:00:49 AM,22057.39,-469.49,44369.70
50122,5/2/2024 12:00:50 AM,22057.37,-469.48,44369.68
50122,5/2/2024 12:00:51 AM,22057.38,-469.48,44369.70
50122,5/2/2024 12:00:52 AM,22057.38,-469.52,44369.75
50122,5/2/2024 12:00:53 AM,22057.36,-469.54,44369.78
50122,5/2/2024 12:00:54 AM,22057.41,-469.54,44369.77
50122,5/2/2024 12:00:55 AM,22057.41,-469.51,44369.73
50122,5/2/2024 12:00:56 AM,22057.40,-469.52,44369.80
50122,5/2/2024 12:00:57 AM,22057.38,-469.56,44369.80
50122,5/2/2024 12:00:58 AM,22057.35,-469.55,44369.77
50122,5/2/2024 12:00:59 AM,22057.37,-469.56,44369.80
50122,5/2/2024 12:01:00 AM,22057.37,-469.56,44369.79
50122,5/2/2024 12:01:01 AM,22057.34,-469.57,44369.77
50122,5/2/2024 12:01:02 AM,22057.33,-469.59,44369.75
50122,5/2/2024 12:01:03 AM,22057.34,-469.60,44369.77
50122,5/2/2024 12:01:04 AM,22057.29,-469.63,44369.74
50122,5/2/2024 12:01:05 AM,22057.29,-469.61,44369.72
50122,5/2/2024 12:01:06 AM,22057.26,-469.66,44369.76
50122,5/2/2024 12:01:07 AM,22057.24,-469.67,44369.79
50122,5/2/2024 12:01:08 AM,22057.23,-469.68,44369.79
50122,5/2/2024 12:01:09 AM,22057.23,-469.69,44369.86
50122,5/2/2024 12:01:10 AM,22057.22,-469.72,44369.85
50122,5/2/2024 12:01:11 AM,22057.21,-469.74,44369.87
50122,5/2/2024 12:01:12 AM,22057.16,-469.76,44369.84
50122,5/2/2024 12:01:13 AM,22057.16,-469.77,44369.82
50122,5/2/2024 12:01:14 AM,22057.16,-469.81,44369.81
50122,5/2/2024 12:01:15 AM,22057.17,-469.83,44369.86
50122,5/2/2024 12:01:16 AM,22057.12,-469.87,44369.90
50122,5/2/2024 12:01:17 AM,22057.09,-469.90,44369.94
50122,5/2/2024 12:01:18 AM,22057.08,-469.89,44369.93
50122,5/2/2024 12:01:19 AM,22057.10,-469.88,44369.99
50122,5/2/2024 12:01:20 AM,22057.06,-469.90,44370.00
50122,5/2/2024 12:01:21 AM,22057.06,-469.93,44370.04
50122,5/2/2024 12:01:22 AM,22057.10,-469.92,44370.06
50122,5/2/2024 12:01:23 AM,22057.08,-469.94,44370.08
50122,5/2/2024 12:01:24 AM,22057.10,-469.96,44370.13
50122,5/2/2024 12:01:25 AM,22057.11,-469.96,44370.13
50122,5/2/2024 12:01:26 AM,22057.16,-469.98,44370.15
50122,5/2/2024 12:01:27 AM,22057.20,-469.98,44370.22
50122,5/2/2024 12:01:28 AM,22057.25,-470.00,44370.25
50122,5/2/2024 12:01:29 AM,22057.24,-470.01,44370.25
50122,5/2/2024 12:01:30 AM,22057.28,-470.00,44370.25
50122,5/2/2024 12:01:31 AM,22057.36,-469.96,44370.28
50122,5/2/2024 12:01:32 AM,22057.40,-469.99,44370.27
50122,5/2/2024 12:01:33 AM,22057.43,-469.96,44370.24
50122,5/2/2024 12:01:34 AM,22057.43,-469.96,44370.26
50122,5/2/2024 12:01:35 AM,22057.48,-469.92,44370.24
50122,5/2/2024 12:01:36 AM,22057.52,-469.90,44370.22
50122,5/2/2024 12:01:37 AM,22057.55,-469.90,44370.22
50122,5/2/2024 12:01:38 AM,22057.55,-469.89,44370.22
50122,5/2/2024 12:01:39 AM,22057.56,-469.89,44370.15
50122,5/2/2024 12:01:40 AM,22057.59,-469.85,44370.14
50122,5/2/2024 12:01:41 AM,22057.63,-469.83,44370.11
50122,5/2/2024 12:01:42 AM,22057.63,-469.82,44370.07
50122,5/2/2024 12:01:43 AM,22057.64,-469.82,44370.03
50122,5/2/2024 12:01:44 AM,22057.69,-469.81,44370.01
50122,5/2/2024 12:01:45 AM,22057.69,-469.79,44369.98
50122,5/2/2024 12:01:46 AM,22057.69,-469.76,44369.96
50122,5/2/2024 12:01:47 AM,22057.71,-469.75,44369.94
50122,5/2/2024 12:01:48 AM,22057.72,-469.71,44369.92
50122,5/2/2024 12:01:49 AM,22057.70,-469.74,44369.86
50122,5/2/2024 12:01:50 AM,22057.75,-469.70,44369.82
50122,5/2/2024 12:01:51 AM,22057.74,-469.68,44369.74
50122,5/2/2024 12:01:52 AM,22057.74,-469.68,44369.74
50122,5/2/2024 12:01:53 AM,22057.75,-469.68,44369.73
50122,5/2/2024 12:01:54 AM,22057.72,-469.68,44369.70
50122,5/2/2024 12:01:55 AM,22057.72,-469.66,44369.71
50122,5/2/2024 12:01:56 AM,22057.74,-469.64,44369.71
50122,5/2/2024 12:01:57 AM,22057.73,-469.63,44369.71
50122,5/2/2024 12:01:58 AM,22057.71,-469.62,44369.71
50122,5/2/2024 12:01:59 AM,22057.71,-469.62,44369.71
50122,5/2/2024 12:02:00 AM,22057.70,-469.62,44369.73
50122,5/2/2024 12:02:01 AM,22057.71,-469.65,44369.76
50122,5/2/2024 12:02:02 AM,22057.74,-469.64,44369.77
50122,5/2/2024 12:02:03 AM,22057.73,-469.64,44369.79
50122,5/2/2024 12:02:04 AM,22057.76,-469.65,44369.79
50122,5/2/2024 12:02:05 AM,22057.76,-469.68,44369.81
50122,5/2/2024 12:02:06 AM,22057.79,-469.68,44369.84
50122,5/2/2024 12:02:07 AM,22057.84,-469.63,44369.88
50122,5/2/2024 12:02:08 AM,22057.87,-469.62,44369.89
50122,5/2/2024 12:02:09 AM,22057.88,-469.62,44369.93
50122,5/2/2024 12:02:10 AM,22057.89,-469.62,44369.94
50122,5/2/2024 12:02:11 AM,22057.93,-469.59,44369.92
50122,5/2/2024 12:02:12 AM,22057.96,-469.57,44369.90
50122,5/2/2024 12:02:13 AM,22057.99,-469.58,44369.90
50122,5/2/2024 12:02:14 AM,22058.01,-469.55,44369.93
50122,5/2/2024 12:02:15 AM,22058.05,-469.54,44369.91
50122,5/2/2024 12:02:16 AM,22058.07,-469.52,44369.91
50122,5/2/2024 12:02:17 AM,22058.12,-469.50,44369.90
50122,5/2/2024 12:02:18 AM,22058.15,-469.46,44369.88
50122,5/2/2024 12:02:19 AM,22058.15,-469.48,44369.90
50122,5/2/2024 12:02:20 AM,22058.17,-469.42,44369.93
50122,5/2/2024 12:02:21 AM,22058.19,-469.41,44369.83
50122,5/2/2024 12:02:22 AM,22058.22,-469.40,44369.81
50122,5/2/2024 12:02:23 AM,22058.25,-469.35,44369.84
50122,5/2/2024 12:02:24 AM,22058.25,-469.33,44369.78
50122,5/2/2024 12:02:25 AM,22058.27,-469.30,44369.70
50122,5/2/2024 12:02:26 AM,22058.25,-469.32,44369.65
50122,5/2/2024 12:02:27 AM,22058.31,-469.29,44369.69
50122,5/2/2024 12:02:28 AM,22058.32,-469.26,44369.64
50122,5/2/2024 12:02:29 AM,22058.29,-469.27,44369.57
50122,5/2/2024 12:02:30 AM,22058.31,-469.24,44369.58
50122,5/2/2024 12:02:31 AM,22058.31,-469.19,44369.56
50122,5/2/2024 12:02:32 AM,22058.27,-469.23,44369.55
50122,5/2/2024 12:02:33 AM,22058.27,-469.21,44369.54
50122,5/2/2024 12:02:34 AM,22058.32,-469.18,44369.58
50122,5/2/2024 12:02:35 AM,22058.31,-469.20,44369.57
50122,5/2/2024 12:02:36 AM,22058.29,-469.19,44369.54
50122,5/2/2024 12:02:37 AM,22058.28,-469.15,44369.50
50122,5/2/2024 12:02:38 AM,22058.31,-469.15,44369.50
50122,5/2/2024 12:02:39 AM,22058.31,-469.13,44369.50
50122,5/2/2024 12:02:40 AM,22058.32,-469.14,44369.57
50122,5/2/2024 12:02:41 AM,22058.30,-469.12,44369.59
50122,5/2/2024 12:02:42 AM,22058.31,-469.13,44369.59
50122,5/2/2024 12:02:43 AM,22058.32,-469.16,44369.63
50122,5/2/2024 12:02:44 AM,22058.35,-469.13,44369.69
50122,5/2/2024 12:02:45 AM,22058.33,-469.15,44369.73
50122,5/2/2024 12:02:46 AM,22058.33,-469.19,44369.76
50122,5/2/2024 12:02:47 AM,22058.38,-469.16,44369.80
50122,5/2/2024 12:02:48 AM,22058.42,-469.15,44369.84
50122,5/2/2024 12:02:49 AM,22058.39,-469.17,44369.85
50122,5/2/2024 12:02:50 AM,22058.42,-469.16,44369.93
50122,5/2/2024 12:02:51 AM,22058.44,-469.18,44369.93
50122,5/2/2024 12:02:52 AM,22058.44,-469.23,44370.00
50122,5/2/2024 12:02:53 AM,22058.48,-469.19,44370.05
50122,5/2/2024 12:02:54 AM,22058.47,-469.23,44370.08
50122,5/2/2024 12:02:55 AM,22058.52,-469.18,44370.09
50122,5/2/2024 12:02:56 AM,22058.55,-469.19,44370.05
50122,5/2/2024 12:02:57 AM,22058.55,-469.18,44370.08
50122,5/2/2024 12:02:58 AM,22058.57,-469.14,44370.14
50122,5/2/2024 12:02:59 AM,22058.59,-469.18,44370.15
50122,5/2/2024 12:03:00 AM,22058.65,-469.16,44370.16
50122,5/2/2024 12:03:01 AM,22058.65,-469.14,44370.17
50122,5/2/2024 12:03:02 AM,22058.65,-469.16,44370.20
50122,5/2/2024 12:03:03 AM,22058.69,-469.14,44370.22
50122,5/2/2024 12:03:04 AM,22058.69,-469.14,44370.23
50122,5/2/2024 12:03:05 AM,22058.71,-469.15,44370.21
50122,5/2/2024 12:03:06 AM,22058.74,-469.12,44370.20
50122,5/2/2024 12:03:07 AM,22058.75,-469.10,44370.22
50122,5/2/2024 12:03:08 AM,22058.77,-469.07,44370.13
50122,5/2/2024 12:03:09 AM,22058.76,-469.13,44370.15
50122,5/2/2024 12:03:10 AM,22058.77,-469.09,44370.12
50122,5/2/2024 12:03:11 AM,22058.78,-469.10,44370.12
50122,5/2/2024 12:03:12 AM,22058.81,-469.05,44370.02
